author,url,doi,issn,year,pages,journal,title,ENTRYTYPE,ID,
Gulay Ozkan and Tina Kostka and Gerald Dräger and Esra Capanoglu and Tuba Esatbeyoglu,https://www.sciencedirect.com/science/article/pii/S0308814621030429,https://doi.org/10.1016/j.foodchem.2021.132036,0308-8146,2022,132036,Food Chemistry,Bioaccessibility and transepithelial transportation of cranberrybush (Viburnum opulus) phenolics: Effects of non-thermal processing and food matrix,article,OZKAN2022132036,
Nobuya Shirai and Tomoyuki Higuchi and Hiramitsu Suzuki,https://www.sciencedirect.com/science/article/pii/S0308814604008106,https://doi.org/10.1016/j.foodchem.2004.10.050,0308-8146,2006,61-67,Food Chemistry,"Analysis of lipid classes and the fatty acid composition of the salted fish roe food products, Ikura, Tarako, Tobiko and Kazunoko",article,SHIRAI200661,
Tong Wu and Cheryl Taylor and Thomas Nebl and Ken Ng and Louise E. Bennett,https://www.sciencedirect.com/science/article/pii/S030881461731988X,https://doi.org/10.1016/j.foodchem.2017.12.039,0308-8146,2018,360,Food Chemistry,Corrigendum to “Effects of chemical composition and baking on in vitro digestibility of proteins in breads made from selected gluten-containing and gluten-free flours” [Food Chem. 233 (2017) 514–524],article,WU2018360,
Qianyu Ye and Fangzi Ge and Yong Wang and Meng Wai Woo and Peng Wu and Xiao Dong Chen and Cordelia Selomulya,https://www.sciencedirect.com/science/article/pii/S0308814620327758,https://doi.org/10.1016/j.foodchem.2020.128900,0308-8146,2021,128900,Food Chemistry,On improving bioaccessibility and targeted release of curcumin-whey protein complex microparticles in food,article,YE2021128900,
Zhou Yu and Ying Su and Yilong Zhang and Peiyi Zhu and Zilun Mei and Xinning Zhou and Hang Yu,https://www.sciencedirect.com/science/article/pii/S0308814621008116,https://doi.org/10.1016/j.foodchem.2021.129805,0308-8146,2021,129805,Food Chemistry,"Potential use of ultrasound to promote fermentation, maturation, and properties of fermented foods: A review",article,YU2021129805,
Yingjie Wang and Jingjing Dong and Mengyuan Chen and Yimei Tian and Xin Liu and Liang Liu and Yongning Wu and Zhiyong Gong,https://www.sciencedirect.com/science/article/pii/S0308814621008876,https://doi.org/10.1016/j.foodchem.2021.129881,0308-8146,2021,129881,Food Chemistry,"Dietary exposure and risk assessment of perchlorate in diverse food from Wuhan, China",article,WANG2021129881,
Mirjana Gurinović and Jelena Milešević and Romana Novaković and Agnes Kadvan and Marija Djekić-Ivanković and Zvonimir Šatalić and Mojca Korošec and Igor Spiroski and Marija Ranić and Eleonora Dupouy and Arne Oshaug and Paul Finglas and Maria Glibetić,https://www.sciencedirect.com/science/article/pii/S0308814615004756,https://doi.org/10.1016/j.foodchem.2015.03.103,0308-8146,2016,173-180,Food Chemistry,Improving nutrition surveillance and public health research in Central and Eastern Europe/Balkan Countries using the Balkan Food Platform and dietary tools,article,GURINOVIC2016173,
Yufei Yang and Shudong He and Yi Zhang and Xingjiang Li and Haiyan Liu and Qiming Li and Xiaodong Cao and Yongkang Ye and Hanju Sun,https://www.sciencedirect.com/science/article/pii/S0308814621007548,https://doi.org/10.1016/j.foodchem.2021.129748,0308-8146,2021,129748,Food Chemistry,"Comparison of crude prolamins from seven kidney beans (Phaseolus vulgaris L.) based on composition, structure and functionality",article,YANG2021129748,
Tânia Gonçalves Albuquerque and Joana Santos and Mafalda Alexandra Silva and M. Beatriz. P.P. Oliveira and Helena S. Costa,https://www.sciencedirect.com/science/article/pii/S0308814618300293,https://doi.org/10.1016/j.foodchem.2018.01.029,0308-8146,2018,75-82,Food Chemistry,"An update on processed foods: Relationship between salt, saturated and trans fatty acids contents",article,ALBUQUERQUE201875,
Li Wang and Vincenzo Fogliano and Jenneke Heising and Matthijs Dekker,https://www.sciencedirect.com/science/article/pii/S0308814621003228,https://doi.org/10.1016/j.foodchem.2021.129316,0308-8146,2021,129316,Food Chemistry,The effect of pore size on the diffusion of volatile antimicrobials is a key factor to preserve gelled foods,article,WANG2021129316,
Thangavelu Kokulnathan and Ramakrishnan Vishnuraj and Shen-Ming Chen and Biji Pullithadathil and Faheem Ahmed and P.M.Z. Hasan and Anwar L. Bilgrami and Shalendra Kumar,https://www.sciencedirect.com/science/article/pii/S0308814622000139,https://doi.org/10.1016/j.foodchem.2022.132052,0308-8146,2022,132052,Food Chemistry,Tailored construction of one-dimensional TiO2/Au nanofibers: Validation of an analytical assay for detection of diphenylamine in food samples,article,KOKULNATHAN2022132052,
Yajing Hu and Zhenxia Du and Xuechun Sun and Xin Ma and Jingdan Song and Haixia Sui and Augustine Atta Debrah,https://www.sciencedirect.com/science/article/pii/S0308814620324870,https://doi.org/10.1016/j.foodchem.2020.128625,0308-8146,2021,128625,Food Chemistry,Non-targeted analysis and risk assessment of non-volatile compounds in polyamide food contact materials,article,HU2021128625,
P.C Onianwa and I.G Adetola and C.M.A Iwegbue and M.F Ojo and O.O Tella,https://www.sciencedirect.com/science/article/pii/S030881469800257X,https://doi.org/10.1016/S0308-8146(98)00257-X,0308-8146,1999,275-279,Food Chemistry,Trace heavy metals composition of some Nigerian beverages and food drinks,article,ONIANWA1999275,
Michael Y. Roleda and Sandra Lage and Daniel Fonn Aluwini and Céline Rebours and May Bente Brurberg and Udo Nitschke and Francesco G. Gentili,https://www.sciencedirect.com/science/article/pii/S0308814620318616,https://doi.org/10.1016/j.foodchem.2020.127999,0308-8146,2021,127999,Food Chemistry,Chemical profiling of the Arctic sea lettuce Ulva lactuca (Chlorophyta) mass-cultivated on land under controlled conditions for food applications,article,ROLEDA2021127999,
Laurence Gijs and Geneviève Piraprez and Philippe Perpète and Eric Spinnler and Sonia Collin,https://www.sciencedirect.com/science/article/pii/S0956713599001115,https://doi.org/10.1016/S0956-7135(99)00111-5,0308-8146,2000,319-330,Food Chemistry,Retention of sulfur flavours by food matrix and determination of sensorial data independent of the medium composition,article,GIJS2000319,
Mariona Martínez and Maria-Jose Motilva and Maria-Carmen {López de las Hazas} and Maria-Paz Romero and Katerina Vaculova and Iziar A. Ludwig,https://www.sciencedirect.com/science/article/pii/S030881461731484X,https://doi.org/10.1016/j.foodchem.2017.09.026,0308-8146,2018,61-70,Food Chemistry,Phytochemical composition and β-glucan content of barley genotypes from two different geographic origins for human health food production,article,MARTINEZ201861,
Pierre Degot and Verena Huber and Evamaria Hofmann and Maximilian Hahn and Didier Touraud and Werner Kunz,https://www.sciencedirect.com/science/article/pii/S0308814620315223,https://doi.org/10.1016/j.foodchem.2020.127660,0308-8146,2021,127660,Food Chemistry,"Solubilization and extraction of curcumin from Curcuma Longa using green, sustainable, and food-approved surfactant-free microemulsions",article,DEGOT2021127660,
N.U. Sruthi and Yashaswini Premjit and R. Pandiselvam and Anjineyulu Kothakota and S.V. Ramesh,https://www.sciencedirect.com/science/article/pii/S030881462100090X,https://doi.org/10.1016/j.foodchem.2021.129088,0308-8146,2021,129088,Food Chemistry,An overview of conventional and emerging techniques of roasting: Effect on food bioactive signatures,article,SRUTHI2021129088,
Hanen Falleh and Mariem Ben Jemaa and Marcos A. Neves and Hiroko Isoda and Mitsutoshi Nakajima and Riadh Ksouri,https://www.sciencedirect.com/science/article/pii/S0308814621009699,https://doi.org/10.1016/j.foodchem.2021.129963,0308-8146,2021,129963,Food Chemistry,"Formulation, physicochemical characterization, and anti- E. coli activity of food-grade nanoemulsions incorporating clove, cinnamon, and lavender essential oils",article,FALLEH2021129963,
Renyu Zhang and Carolina E. Realini and Paul Middlewood and Enrique Pavan and Alastair B. Ross,https://www.sciencedirect.com/science/article/pii/S0308814622007208,https://doi.org/10.1016/j.foodchem.2022.132758,0308-8146,2022,132758,Food Chemistry,"Metabolic fingerprinting using Rapid evaporative ionisation mass spectrometry can discriminate meat quality and composition of lambs from different sexes, breeds and forage systems",article,ZHANG2022132758,
Yimei Tian and Hao Xu and Shiqiao Liu and Min Fang and Yongning Wu and Zhiyong Gong,https://www.sciencedirect.com/science/article/pii/S0308814620313327,https://doi.org/10.1016/j.foodchem.2020.127470,0308-8146,2020,127470,Food Chemistry,Study on the bioaccessibility and bioavailability of perchlorate in different food matrices in vitro,article,TIAN2020127470,
Vikram Srinivasa Raghavan and Benjamin O'Driscoll and J.M. Bloor and Bing Li and Prateek Katare and Jagriti Sethi and Sai Siva Gorthi and David Jenkins,https://www.sciencedirect.com/science/article/pii/S0308814621005537,https://doi.org/10.1016/j.foodchem.2021.129547,0308-8146,2021,129547,Food Chemistry,Emerging graphene-based sensors for the detection of food adulterants and toxicants – A review,article,RAGHAVAN2021129547,
Renato L. Gil and Célia G. Amorim and Maria C.B.S.M. Montenegro and Alberto N. Araújo,https://www.sciencedirect.com/science/article/pii/S0308814621022949,https://doi.org/10.1016/j.foodchem.2021.131288,0308-8146,2022,131288,Food Chemistry,HPLC-potentiometric method for determination of biogenic amines in alcoholic beverages: A reliable approach for food quality control,article,GIL2022131288,
Kaige Zhang and Rong Guo and Yunhe Wang and Qiujun Nie and Guifen Zhu,https://www.sciencedirect.com/science/article/pii/S0308814622003764,https://doi.org/10.1016/j.foodchem.2022.132414,0308-8146,2022,132414,Food Chemistry,One-step derivatization and temperature-controlled vortex-assisted liquid-liquid microextraction based on the solidification of floating deep eutectic solvents coupled to UV–Vis spectrophotometry for the rapid determination of total iron in water and food samples,article,ZHANG2022132414,
Ilaria {Di Marco Pisciottano} and Grazia Guadagnuolo and Vittorio Soprano and Mauro Esposito and Pasquale Gallo,https://www.sciencedirect.com/science/article/pii/S0308814620327734,https://doi.org/10.1016/j.foodchem.2020.128898,0308-8146,2021,128898,Food Chemistry,"A survey of Δ9-THC and relevant cannabinoids in products from the Italian market: A study by LC–MS/MS of food, beverages and feed",article,DIMARCOPISCIOTTANO2021128898,
Vivian Cristina Ito and Luiz Gustavo Lacerda,https://www.sciencedirect.com/science/article/pii/S0308814619314165,https://doi.org/10.1016/j.foodchem.2019.125304,0308-8146,2019,125304,Food Chemistry,"Black rice (Oryza sativa L.): A review of its historical aspects, chemical composition, nutritional and functional properties, and applications and processing technologies",article,ITO2019125304,
Guillem Campmajó and Javier Saurina and Oscar Núñez,https://www.sciencedirect.com/science/article/pii/S0308814621024973,https://doi.org/10.1016/j.foodchem.2021.131491,0308-8146,2022,131491,Food Chemistry,"FIA–HRMS fingerprinting subjected to chemometrics as a valuable tool to address food classification and authentication: Application to red wine, paprika, and vegetable oil samples",article,CAMPMAJO2022131491,
Mirjana Gurinović and Jelena Milešević and Agnes Kadvan and Marija Djekić-Ivanković and Jasmina Debeljak-Martačić and Marija Takić and Marina Nikolić and Slavica Ranković and Paul Finglas and Maria Glibetić,https://www.sciencedirect.com/science/article/pii/S0308814615001223,https://doi.org/10.1016/j.foodchem.2015.01.107,0308-8146,2016,30-38,Food Chemistry,Establishment and advances in the online Serbian food and recipe data base harmonized with EuroFIR™ standards,article,GURINOVIC201630,
Meng-jia Li and Lei Shan and Li-Tao Tong and Bei Fan and Li-ya Liu and Ruo-qi Sun and Ya-Tao Huang and Feng-zhong Wang and Li-li Wang,https://www.sciencedirect.com/science/article/pii/S0308814622015436,https://doi.org/10.1016/j.foodchem.2022.133581,0308-8146,2022,133581,Food Chemistry,"Effect of pearling on composition, microstructure, water migration and cooking quality of highland barley (Hordeum vulgare var. Coeleste Linnaeus)",article,LI2022133581,
Kyong-Hee Nam and Do Young Kim and In Soon Pack and Chang-Gi Kim,https://www.sciencedirect.com/science/article/pii/S0308814620324468,https://doi.org/10.1016/j.foodchem.2020.128584,0308-8146,2021,128584,Food Chemistry,Compositional differences in hybrids between protoporphyrinogen IX oxidase (PPO)-inhibiting herbicide-resistant transgenic rice and weedy rice accessions,article,NAM2021128584,
Xiangzi Jin and Han Yeong Kaw and Yunan Liu and Jinhua Zhao and Xiangfan Piao and Dongri Jin and Miao He and Xiu-Ping Yan and John L. Zhou and Donghao Li,https://www.sciencedirect.com/science/article/pii/S0308814621017805,https://doi.org/10.1016/j.foodchem.2021.130774,0308-8146,2022,130774,Food Chemistry,One-step integrated sample pretreatment technique by gas-liquid microextraction (GLME) to determine multi-class pesticide residues in plant-derived foods,article,JIN2022130774,
Fábio Fernandes {de Araújo} and David {de Paulo Farias} and Iramaia Angélica Neri-Numa and Glaucia Maria Pastore,https://www.sciencedirect.com/science/article/pii/S0308814620313972,https://doi.org/10.1016/j.foodchem.2020.127535,0308-8146,2021,127535,Food Chemistry,Polyphenols and their applications: An approach in food chemistry and innovation potential,article,DEARAUJO2021127535,
Carlos Terriente-Palacios and Massimo Castellari,https://www.sciencedirect.com/science/article/pii/S0308814621017763,https://doi.org/10.1016/j.foodchem.2021.130770,0308-8146,2022,130770,Food Chemistry,"Levels of taurine, hypotaurine and homotaurine, and amino acids profiles in selected commercial seaweeds, microalgae, and algae-enriched food products",article,TERRIENTEPALACIOS2022130770,
Liliana Grazina and Andreia Batista and Joana S. Amaral and Joana Costa and Isabel Mafra,https://www.sciencedirect.com/science/article/pii/S0308814621016277,https://doi.org/10.1016/j.foodchem.2021.130621,0308-8146,2022,130621,Food Chemistry,Botanical authentication of globe artichoke-containing foods: Differentiation of Cynara scolymus by a novel HRM approach,article,GRAZINA2022130621,
Zahra Khoshbin and Khalil Abnous and Seyed Mohammad Taghdisi and Asma Verdian and Elham Sameiyan and Mohammad Ramezani and Mona Alibolandi,https://www.sciencedirect.com/science/article/pii/S0308814622002266,https://doi.org/10.1016/j.foodchem.2022.132265,0308-8146,2022,132265,Food Chemistry,An ultra-sensitive dual-responsive aptasensor with combination of liquid crystal and intercalating dye molecules: A food toxin case study,article,KHOSHBIN2022132265,
