author,url,doi,issn,year,pages,journal,title,ENTRYTYPE,
Johana Ortiz and Gabriela Astudillo and Michelle Castro and Cecilia Castro and Sonia Astudillo and Silvana Donoso,https://www.sciencedirect.com/science/article/pii/S0889157519311810,https://doi.org/10.1016/j.jfca.2019.103284,0889-1575,2019,103284,Journal of Food Composition and Analysis,12th IFDC 2017 Special Issue—Seasonal variations in nutrient composition of plant-based foods produced at the Southern highlands of Ecuador,article,
Orquídea Vasconcelos {dos Santos} and Stephanie Dias Soares and Pamela Cristina Sodré Dias and Francisco das Chagas {Alves do Nascimento} and Leyvison Rafael {Vieira da Conceição} and Rusany Silva {da Costa} and Rosinelson {da Silva Pena},https://www.sciencedirect.com/science/article/pii/S0889157522003027,https://doi.org/10.1016/j.jfca.2022.104684,0889-1575,2022,104684,Journal of Food Composition and Analysis,"White peach palm (pupunha) a new Bactris gasipaes Kunt variety from the Amazon: Nutritional composition, bioactive lipid profile, thermogravimetric and morphological characteristics",article,
Daniella Anne L. Chyne and R. Ananthan and T. Longvah,https://www.sciencedirect.com/science/article/pii/S0889157519300894,https://doi.org/10.1016/j.jfca.2019.01.008,0889-1575,2019,91-100,Journal of Food Composition and Analysis,"Food compositional analysis of Indigenous foods consumed by the Khasi of Meghalaya, North-East India",article,
Katherine M. Phillips and David B. Haytowitz and Pamela R. Pehrsson,https://www.sciencedirect.com/science/article/pii/S0889157519303527,https://doi.org/10.1016/j.jfca.2019.103253,0889-1575,2019,103253,Journal of Food Composition and Analysis,Implications of two different methods for analyzing total dietary fiber in foods for food composition databases,article,
Prapasri Puwastien,https://www.sciencedirect.com/science/article/pii/S0889157599908748,https://doi.org/10.1006/jfca.1999.0874,0889-1575,2000,659-667,Journal of Food Composition and Analysis,Food Composition Programme of ASEANFOODS 1995–1999,article,
Kent K. Stewart,https://www.sciencedirect.com/science/article/pii/088915759090025H,https://doi.org/10.1016/0889-1575(90)90025-H,0889-1575,1990,189,Journal of Food Composition and Analysis,The Chinese food composition tables,article,
Petra Orešković and Jasenka Gajdoš Kljusurić and Zvonimir Šatalić,https://www.sciencedirect.com/science/article/pii/S0889157514001392,https://doi.org/10.1016/j.jfca.2014.07.002,0889-1575,2015,112-118,Journal of Food Composition and Analysis,Computer-generated vegan menus: The importance of food composition database choice,article,
Elizabete {Wenzel de Menezes} and Eliana B. Giuntini and Franco M. Lajolo and Cecilio Morón,https://www.sciencedirect.com/science/article/pii/S0889157506000913,https://doi.org/10.1016/j.jfca.2006.04.006,0889-1575,2007,704-708,Journal of Food Composition and Analysis,LATINFOODS: Food composition activities in Latin America (2004–2006),article,
F. Fiori and F. Concina and F. Turati and M. Meschiari and G.C. Gaboardi and F. Galli and C. {La Vecchia} and M. Parpinel,https://www.sciencedirect.com/science/article/pii/S0889157522002964,https://doi.org/10.1016/j.jfca.2022.104678,0889-1575,2022,104678,Journal of Food Composition and Analysis,Quantification of naturally occurring prebiotic fiber in Italian foods,article,
Tailane Scapin and Ana Carolina Fernandes and Daisy H. Coyle and Simone Pettigrew and Luiza dos Santos Figueiredo and Ana Paula Gines Geraldo and Rossana Pacheco da Costa Proença,https://www.sciencedirect.com/science/article/pii/S0889157522002447,https://doi.org/10.1016/j.jfca.2022.104626,0889-1575,2022,104626,Journal of Food Composition and Analysis,Packaged foods containing non-nutritive sweeteners also have high added sugar content: A Brazilian survey,article,
Sergio Dahdouh and Fernanda Grande and Sarah Nájera Espinosa and Anna Vincent and Rosalind Gibson and Karl Bailey and Janet King and Doris Rittenschober and U. Ruth Charrondière,https://www.sciencedirect.com/science/article/pii/S0889157518304496,https://doi.org/10.1016/j.jfca.2019.01.023,0889-1575,2019,42-48,Journal of Food Composition and Analysis,Development of the FAO/INFOODS/IZINCG Global Food Composition Database for Phytate,article,
Fernanda Grande and Eliana Bistriche Giuntini and Kristy Soraya Coelho and Elizabete Wenzel Menezes,https://www.sciencedirect.com/science/article/pii/S0889157519311822,https://doi.org/10.1016/j.jfca.2019.103285,0889-1575,2019,103285,Journal of Food Composition and Analysis,Elaboration of a standardized dataset for foods fortified with iron and folic acid in Brazil,article,
L.J. Black and J. Ireland and A. Møller and M. Roe and J. Walton and A. Flynn and P.M. Finglas and M. Kiely,https://www.sciencedirect.com/science/article/pii/S0889157511000615,https://doi.org/10.1016/j.jfca.2011.01.015,0889-1575,2011,1017-1023,Journal of Food Composition and Analysis,Development of an on-line Irish food composition database for nutrients,article,
Ivana Gjorshoska and Tome Eftimov and Dimitar Trajanov,https://www.sciencedirect.com/science/article/pii/S0889157522002563,https://doi.org/10.1016/j.jfca.2022.104638,0889-1575,2022,104638,Journal of Food Composition and Analysis,Missing value imputation in food composition data with denoising autoencoders,article,
N. Sammán and L. Masson and S. {de Pablo} and E. Ovelar,https://www.sciencedirect.com/science/article/pii/S0889157511000330,https://doi.org/10.1016/j.jfca.2011.01.004,0889-1575,2011,716-719,Journal of Food Composition and Analysis,"Food composition activities in Argentina, Chile and Paraguay",article,
I Barikmo and F Ouattara and A Oshaug,https://www.sciencedirect.com/science/article/pii/S0889157504000341,https://doi.org/10.1016/j.jfca.2004.02.008,0889-1575,2004,291-300,Journal of Food Composition and Analysis,"Protein, carbohydrate and fibre in cereals from Mali—how to fit the results in a food composition table and database",article,
Ana Baylin and Xinia Siles and Amy Donovan-Palmer and Xinia Fernandez and Hannia Campos,https://www.sciencedirect.com/science/article/pii/S0889157506000093,https://doi.org/10.1016/j.jfca.2006.01.004,0889-1575,2007,182-192,Journal of Food Composition and Analysis,Fatty acid composition of Costa Rican foods including trans fatty acid content,article,
Suzanne P. Murphy and Constance Gewa and Monika Grillenberger and Charlotte G. Neumann,https://www.sciencedirect.com/science/article/pii/S0889157504000584,https://doi.org/10.1016/j.jfca.2004.03.019,0889-1575,2004,523-530,Journal of Food Composition and Analysis,Adapting an international food composition table for use in rural Kenya,article,
Phyllis J. Stumbo and Rick Weiss,https://www.sciencedirect.com/science/article/pii/S0889157511001141,https://doi.org/10.1016/j.jfca.2011.04.008,0889-1575,2011,1174-1176,Journal of Food Composition and Analysis,Using database values to determine food density,article,
Renata M. Padovani and Dag M. Lima and Fernando A.B. Colugnati and Délia B. Rodriguez-Amaya,https://www.sciencedirect.com/science/article/pii/S0889157507000555,https://doi.org/10.1016/j.jfca.2007.03.006,0889-1575,2007,733-738,Journal of Food Composition and Analysis,"Comparison of proximate, mineral and vitamin composition of common Brazilian and US foods",article,
Michaël Dermience and Xiao Wei Li and Françoise Mathieu and William Claus and Viviane {De Maertelaer} and Dechen Yangzom and Georges Lognay,https://www.sciencedirect.com/science/article/pii/S0889157514001021,https://doi.org/10.1016/j.jfca.2014.04.007,0889-1575,2014,67-74,Journal of Food Composition and Analysis,"Minerals and trace elements in traditional foods of rural areas of Lhasa Prefecture, Tibet Autonomous Region (P.R. China)",article,
Jennifer M. Poti and Emily Yoon and Bridget Hollingsworth and Jessica Ostrowski and Julie Wandell and Donna R. Miles and Barry M. Popkin,https://www.sciencedirect.com/science/article/pii/S0889157517301783,https://doi.org/10.1016/j.jfca.2017.07.024,0889-1575,2017,18-26,Journal of Food Composition and Analysis,Development of a food composition database to monitor changes in packaged foods and beverages,article,
Cindy {Hidalgo Víquez} and Jessica {Campos Morales} and Mariel {Molina Castro} and Carolina {Cortés Herrera},https://www.sciencedirect.com/science/article/pii/S0889157521004944,https://doi.org/10.1016/j.jfca.2021.104294,0889-1575,2022,104294,Journal of Food Composition and Analysis,Analysis of methodological components and available resources in Costa Rica to generate food composition data,article,
Marga C. Ocké and Susanne Westenbrink and Caroline T.M. {van Rossum} and Elisabeth H.M. Temme and Wieke {van der Vossen-Wijmenga} and Janneke Verkaik-Kloosterman,https://www.sciencedirect.com/science/article/pii/S0889157521001678,https://doi.org/10.1016/j.jfca.2021.103967,0889-1575,2021,103967,Journal of Food Composition and Analysis,The essential role of food composition databases for public health nutrition – Experiences from the Netherlands,article,
R. Melis and I. Vitangeli and R. Anedda,https://www.sciencedirect.com/science/article/pii/S0889157522004653,https://doi.org/10.1016/j.jfca.2022.104847,0889-1575,2022,104847,Journal of Food Composition and Analysis,Effect of fish diet and cooking mode on the composition and microstructure of ready-to-eat fish fillets of gilthead sea bream (Sparus aurata) juveniles,article,
Eva Kirchhoff,https://www.sciencedirect.com/science/article/pii/S0889157502910914,https://doi.org/10.1006/jfca.2002.1091,0889-1575,2002,465-472,Journal of Food Composition and Analysis,Online-Publication of the German Food Composition Table “Souci–Fachmann–Kraut“ on the Internet,article,
Marcela Perdomo Rodrigues and Neha Khandpur and Teresa T. Fung and Laura Sampson and Maria Rita Marques Oliveira and Walter C. Willett and Sinara Laurini Rossato,https://www.sciencedirect.com/science/article/pii/S0889157521002301,https://doi.org/10.1016/j.jfca.2021.104030,0889-1575,2021,104030,Journal of Food Composition and Analysis,Development of DietSys: A comprehensive food and nutrient database for dietary surveys,article,
Mamatha {Chandra Singh} and Yasmine Probst and William E. Price and Celine Kelso,https://www.sciencedirect.com/science/article/pii/S0889157521004324,https://doi.org/10.1016/j.jfca.2021.104232,0889-1575,2022,104232,Journal of Food Composition and Analysis,Relative comparisons of extraction methods and solvent composition for Australian blueberry anthocyanins,article,
Ninna Lundberg-Hallén and Veronica Öhrvik,https://www.sciencedirect.com/science/article/pii/S0889157514001641,https://doi.org/10.1016/j.jfca.2014.09.008,0889-1575,2015,51-57,Journal of Food Composition and Analysis,Key foods in Sweden: Identifying high priority foods for future food composition analysis,article,
Harriet V. Kuhnlein,https://www.sciencedirect.com/science/article/pii/S088915758471012X,https://doi.org/10.1006/jfca.1994.1012,0889-1575,1994,131,Journal of Food Composition and Analysis,"Tables of Composition of Australian Aboriginal Foods, by Janette Brand Miller, Keith W. James, and Patricia M. A. Maggiore. Aboriginal Studies Press, GPO 553, Canberra, ACT 2601, Australia, 1993, 256 pp., AUS $34.95 (Fax: 61 06 2497310).",article,
R.S. Sodjinou,https://www.sciencedirect.com/science/article/pii/S0889157505001298,https://doi.org/10.1016/j.jfca.2005.11.002,0889-1575,2006,518-523,Journal of Food Composition and Analysis,Evaluation of food composition tables commonly used in Benin: Limitations and suggestions for improvement,article,
T.A. Apekey and J. Copeman and N.H. Kime and O.A. Tashani and M. Kittana and D. Walsh and M.J. Maynard,https://www.sciencedirect.com/science/article/pii/S0889157519300833,https://doi.org/10.1016/j.jfca.2019.01.011,0889-1575,2019,9-18,Journal of Food Composition and Analysis,Methods of producing new nutrient data for popularly consumed multi ethnic foods in the UK,article,
Paolo C. Colombani,https://www.sciencedirect.com/science/article/pii/S0889157510002644,https://doi.org/10.1016/j.jfca.2010.09.007,0889-1575,2011,732-737,Journal of Food Composition and Analysis,On the origins of food composition tables,article,
Nicole Neufingerl and Ratna Djuwita and Anke Otten-Hofman and Reisi Nurdiani and Ursula Garczarek and Leilani Muhardi and Simone Eussen and Martine Alles and Ahmad Sulaeman and Ans Eilander,https://www.sciencedirect.com/science/article/pii/S0889157516300631,https://doi.org/10.1016/j.jfca.2016.05.006,0889-1575,2016,36-48,Journal of Food Composition and Analysis,Generating fatty acid and vitamin D composition data of Indonesian foods,article,
Rhona K Baingana,https://www.sciencedirect.com/science/article/pii/S0889157504000481,https://doi.org/10.1016/j.jfca.2004.03.012,0889-1575,2004,501-507,Journal of Food Composition and Analysis,The need for food composition data in Uganda,article,
Kristy Soraya Coelho and Eliana {Bistriche Giuntini} and Fernanda Grande and João {da Silva Dias} and Eduardo Purgatto and Bernadette Dora Gombossy {de Melo Franco} and Franco Maria Lajolo and Elizabete Wenzel {de Menezes},https://www.sciencedirect.com/science/article/pii/S0889157519311846,https://doi.org/10.1016/j.jfca.2019.103287,0889-1575,2019,103287,Journal of Food Composition and Analysis,12th IFDC 2017 special issue – Brazilian Food Composition Table (TBCA): Development and functionalities of the online version,article,
M Gómez-Martín and S Arboleya and M Gueimonde and S González,https://www.sciencedirect.com/science/article/pii/S0889157518304150,https://doi.org/10.1016/j.jfca.2019.03.009,0889-1575,2019,55-62,Journal of Food Composition and Analysis,Nutritional composition of processed baby foods targeted at infants from 0–12 months,article,
Najoua {El Mesmoudi} and Ayesha S. {Al Dhaheri} and Habiba I. Ali,https://www.sciencedirect.com/science/article/pii/S0889157521000995,https://doi.org/10.1016/j.jfca.2021.103899,0889-1575,2021,103899,Journal of Food Composition and Analysis,Development of a nutrient dataset based on a standardized approach for a nutrition survey conducted in the United Arab Emirates,article,
