orkg:P27060,paper:authors,paper:url,paper:doi,orkg:P74029,paper:publication_year,paper:published_in,paper:title,paper:research_field,contribution:research_problem
,Yan Zhang and Yanrong Zhao and Guiping Shen and Sheng Zhong and Jianghua Feng,https://www.sciencedirect.com/science/article/pii/S0889157518300723,10.1016/j.jfca.2018.03.006,0889-1575,2018,Journal of Food Composition and Analysis,NMR spectroscopy in conjugation with multivariate statistical analysis for distinguishing plant origin of edible oils,R91,Food components identification
,Priscilla L. Connors and Deborah F. Simpson,https://www.sciencedirect.com/science/article/pii/S0889157504000456,10.1016/j.jfca.2004.03.009,0889-1575,2004,Journal of Food Composition and Analysis,Influence of menu planning strategies on the nutrient composition of Texas school lunches,R91,Food components identification
,L. Federico Casassa and Esteban A. Bolcato and Santiago E. Sari and Nora Barda,https://www.sciencedirect.com/science/article/pii/S0889157521003689,10.1016/j.jfca.2021.104168,0889-1575,2021,Journal of Food Composition and Analysis,"Effects of maceration length after prefermentative cold soak: Detailed chromatic, phenolic and sensory composition of cabernet sauvignon, malbec and merlot wines",R91,Food components identification
,Shanshan Liu and Yadong Zhong and Mingyue Shen and Yuxuan Yan and Yanpeng Yu and Jianhua Xie and Shaoping Nie and Mingyong Xie,https://www.sciencedirect.com/science/article/pii/S088915752100137X,10.1016/j.jfca.2021.103937,0889-1575,2021,Journal of Food Composition and Analysis,Changes in fatty acids and formation of carbonyl compounds during frying of rice cakes and hairtails,R91,Food components identification
,Ramakanth S. Jonnala and Nurhan T. Dunford and Kenton E. Dashiell,https://www.sciencedirect.com/science/article/pii/S088915750600010X,10.1016/j.jfca.2006.01.005,0889-1575,2006,Journal of Food Composition and Analysis,"Tocopherol, phytosterol and phospholipid compositions of new high oleic peanut cultivars",R91,Food components identification
resource:KNSR2582,Majid Gholamhoseini,https://www.sciencedirect.com/science/article/pii/S0889157522000667,10.1016/j.jfca.2022.104448,0889-1575,2022,Journal of Food Composition and Analysis,Optimizing irrigation and nitrogen fertilization of Iranian sesame cultivars for grain yield and oil quality,R91,Food components identification
,Beatriz Ripper and Carlos R. Kaiser and Daniel Perrone,https://www.sciencedirect.com/science/article/pii/S0889157519312517,10.1016/j.jfca.2019.103399,0889-1575,2020,Journal of Food Composition and Analysis,Use of NMR techniques to investigate the changes on the chemical composition of coffee melanoidins,R91,Food components identification
,Cristopher G. Millena and Aubrey Rosebud R. Balonzo and Jem R. Rentoy and Sylvester S. Ruivivar and Samuel C. Bobiles,https://www.sciencedirect.com/science/article/pii/S088915752200504X,10.1016/j.jfca.2022.104886,0889-1575,2022,Journal of Food Composition and Analysis,Effect of fermentation stages on the nutritional and mineral bioavailability of cacao beans (Theobroma cacao L.),R91,Food components identification
,Nelofar Athar and Allan Hardacre and Grant Taylor and Suzanne Clark and Rebecca Harding and Jason McLaughlin,https://www.sciencedirect.com/science/article/pii/S0889157505000657,10.1016/j.jfca.2005.03.004,0889-1575,2006,Journal of Food Composition and Analysis,Vitamin retention in extruded food products,R91,Food components identification
,Brasathe Jeganathan and Jun Gao and Thava Vasanthan and Feral Temelli,https://www.sciencedirect.com/science/article/pii/S0889157522003131,10.1016/j.jfca.2022.104695,0889-1575,2022,Journal of Food Composition and Analysis,Potential of sequential pearling to explore macronutrient distribution across faba beans (Vicia faba L.) for chemical-free hybrid fractionation,R91,Food components identification
,Suprio Ghosh and Shengrui Zhang and Muhammad Azam and Jie Qi and Ahmed M. Abdelghany and Abdulwahab S. Shaibu and Berhane S. Gebregziabher and Yue Feng and Yuanyuan Huai and Honey Thet Paing Htway and Kwadwo Gyapong Agyenim-Boateng and Yitian Liu and Huoyi Feng and Jing Li and Wenwen Song and Bin Li and Junming Sun,https://www.sciencedirect.com/science/article/pii/S0889157521001320,10.1016/j.jfca.2021.103932,0889-1575,2021,Journal of Food Composition and Analysis,Seed tocopherol assessment and geographical distribution of 1151 Chinese soybean accessions from diverse ecoregions,R91,Food components identification
,Sacide Altınöz and Suna Toptan,https://www.sciencedirect.com/science/article/pii/S088915750300022X,10.1016/S0889-1575(03)00022-X,0889-1575,2003,Journal of Food Composition and Analysis,"Simultaneous determination of Indigotin and Ponceau-4R in food samples by using Vierordt's method, ratio spectra first order derivative and derivative UV spectrophotometry",R91,Food components identification
,Walter R. Jaffé,https://www.sciencedirect.com/science/article/pii/S0889157515001490,10.1016/j.jfca.2015.06.007,0889-1575,2015,Journal of Food Composition and Analysis,Nutritional and functional components of non centrifugal cane sugar: A compilation of the data from the analytical literature,R91,Food components identification
,Evariste Comlan Simon Mitchikpe and Romain A.M. Dossa and Eric-Alain D. Ategbo and Joop M.A. {van Raaij} and Paul J.M. Hulshof and Frans J. Kok,https://www.sciencedirect.com/science/article/pii/S0889157507001007,10.1016/j.jfca.2007.06.006,0889-1575,2008,Journal of Food Composition and Analysis,The supply of bioavailable iron and zinc may be affected by phytate in Beninese children,R91,Food components identification
,Viviane Scheibel and Carlos {Roberto Appoloni},https://www.sciencedirect.com/science/article/pii/S088915750700066X,10.1016/j.jfca.2007.04.005,0889-1575,2007,Journal of Food Composition and Analysis,Radioactive trace measurements of some exported foods from the South of Brazil,R91,Food components identification
,Ljilja Torović and Branislava Srdjenović Čonić and Nebojša Kladar and Danijela Lukić and Sanja Bijelović,https://www.sciencedirect.com/science/article/pii/S0889157522004252,10.1016/j.jfca.2022.104807,0889-1575,2022,Journal of Food Composition and Analysis,Elemental profile of recorded and unrecorded fruit spirits and health risk assessment,R91,Food components identification
,Sarah A. Niederman and Elizabeth Leonard and Jenifer E. Clapp,https://www.sciencedirect.com/science/article/pii/S0889157517301023,10.1016/j.jfca.2017.04.011,0889-1575,2017,Journal of Food Composition and Analysis,Restaurant nutrition reporting and impact on surveillance,R91,Food components identification
,Yavuz Beceren and Murat Gürbüz and Jale Çatak and Büşra Demir and Halime Uğur and Mustafa Yaman,https://www.sciencedirect.com/science/article/pii/S0889157522003246,10.1016/j.jfca.2022.104706,0889-1575,2022,Journal of Food Composition and Analysis,In vitro bioaccessibilities of vitamin C in baby biscuits prepared with or without UHT cow’s milk,R91,Food components identification
,Florian L. Cerklewski,https://www.sciencedirect.com/science/article/pii/S0889157504000912,10.1016/j.jfca.2004.05.003,0889-1575,2005,Journal of Food Composition and Analysis,Calcium fortification of food can add unneeded dietary phosphorus,R91,Food components identification
,Helena Pastell and Tiina Putkonen and Hannu Rita,https://www.sciencedirect.com/science/article/pii/S0889157518308743,10.1016/j.jfca.2018.09.011,0889-1575,2019,Journal of Food Composition and Analysis,"Dietary fibre in legumes, seeds, vegetables, fruits and mushrooms: Comparing traditional and semi-automated filtration techniques",R91,Food components identification
,Ruben Domínguez and Sidonia Martínez and María Gómez and Javier Carballo and Inmaculada Franco,https://www.sciencedirect.com/science/article/pii/S0889157514001409,10.1016/j.jfca.2014.08.003,0889-1575,2015,Journal of Food Composition and Analysis,"Fatty acids, retinol and cholesterol composition in various fatty tissues of Celta pig breed: Effect of the use of chestnuts in the finishing diet",R91,Food components identification
,C. Alcalde-Eon and I. García-Estévez and R. Ferreras-Charro and J.C. Rivas-Gonzalo and R. Ferrer-Gallego and M.T. Escribano-Bailón,https://www.sciencedirect.com/science/article/pii/S0889157514000155,10.1016/j.jfca.2014.01.004,0889-1575,2014,Journal of Food Composition and Analysis,Adding oenological tannin vs. overripe grapes: Effect on the phenolic composition of red wines,R91,Food components identification
,Xianli Wu and Liwei Gu and Joanne Holden and David B. Haytowitz and Susan E. Gebhardt and Gary Beecher and Ronald L. Prior,https://www.sciencedirect.com/science/article/pii/S0889157504000353,10.1016/j.jfca.2004.03.001,0889-1575,2004,Journal of Food Composition and Analysis,Development of a database for total antioxidant capacity in foods: a preliminary study,R91,Food components identification
,Fen Wang and Zhu Chen and Yunsheng Cheng and Guanjun Hou and Suofei Ji and Ye Zhang and Jie Li and Chengjun Zhu and Yuchun Wu and Guangtong Song and Yelin Jiang,https://www.sciencedirect.com/science/article/pii/S088915752100171X,10.1016/j.jfca.2021.103971,0889-1575,2021,Journal of Food Composition and Analysis,"Nutritional evaluation of two strains of Chinese soft-shelled turtle, Pelodiscus sinensis",R91,Food components identification
,Silvia Pérez-Magariño and Miriam Ortega-Heras and Estela Cano-Mozo and M Luisa González-Sanjosé,https://www.sciencedirect.com/science/article/pii/S0889157508001816,10.1016/j.jfca.2008.09.006,0889-1575,2009,Journal of Food Composition and Analysis,"The influence of oak wood chips, micro-oxygenation treatment, and grape variety on colour, and anthocyanin and phenolic composition of red wines",R91,Food components identification
,A. Rady and N.J. Watson,https://www.sciencedirect.com/science/article/pii/S0889157522004380,10.1016/j.jfca.2022.104820,0889-1575,2022,Journal of Food Composition and Analysis,Detection and quantification of peanut contamination in garlic powder using NIR sensors and machine learning,R91,Food components identification
,Zhiming Geng and Rong Jiang and Ming Chen,https://www.sciencedirect.com/science/article/pii/S0889157507001317,10.1016/j.jfca.2007.09.003,0889-1575,2008,Journal of Food Composition and Analysis,Determination of acrylamide in starch-based foods by ion-exclusion liquid chromatography,R91,Food components identification
,Elsa F. Vieira and Joana Carvalho and Edgar Pinto and Sara Cunha and Agostinho A. Almeida and Isabel M.P.L.V.O. Ferreira,https://www.sciencedirect.com/science/article/pii/S0889157516301168,10.1016/j.jfca.2016.07.006,0889-1575,2016,Journal of Food Composition and Analysis,"Nutritive value, antioxidant activity and phenolic compounds profile of brewer’s spent yeast extract",R91,Food components identification
,L.F. Russell and Larry W. Douglass and Joseph T. Vanderslice,https://www.sciencedirect.com/science/article/pii/088915759290041H,10.1016/0889-1575(92)90041-H,0889-1575,1992,Journal of Food Composition and Analysis,Preparation of sampling plans for B2 vitamers in fast food hamburgers,R91,Food components identification
,Beata Zawisza and Marcin Musielak and Dalene {de Beer} and Elizabeth Joubert and Beata Walczak,https://www.sciencedirect.com/science/article/pii/S0889157521002416,10.1016/j.jfca.2021.104041,0889-1575,2021,Journal of Food Composition and Analysis,Non-destructive elemental analysis of herbal teas from South Africa,R91,Food components identification
,Akintunde A. Akindahunsi and Steve R.A. Adewusi and S.E.A. Torimiro and Olusegun L. Oke,https://www.sciencedirect.com/science/article/pii/S0889157583710288,10.1006/jfca.1993.1028,0889-1575,1993,Journal of Food Composition and Analysis,Food Composition and Endemic Goiter in Akungba and Oke-Agbe of Southwestern Nigeria,R91,Food components identification
,Salma Cheikh-Rouhou and Souhail Besbes and Georges Lognay and Christophe Blecker and Claude Deroanne and Hamadi Attia,https://www.sciencedirect.com/science/article/pii/S0889157507001275,10.1016/j.jfca.2007.09.001,0889-1575,2008,Journal of Food Composition and Analysis,Sterol composition of black cumin (Nigella sativa L.) and Aleppo pine (Pinus halepensis Mill.) seed oils,R91,Food components identification
resource:KNSR2568,Katri Haila and Jorma Kumpulainen and Ulla Hakkinen and Raija Tahvonen,https://www.sciencedirect.com/science/article/pii/088915759290024E,10.1016/0889-1575(92)90024-E,0889-1575,1992,Journal of Food Composition and Analysis,Sugar and organic acid contents of vegetables consumed in Finland during 1988–1989,R91,Food components identification
,Maciej Turowski and Balasaheb Deshmukh and Robert Harfmann and Jerry Conklin and Stephanie Lynch,https://www.sciencedirect.com/science/article/pii/S0889157506001839,10.1016/j.jfca.2006.09.006,0889-1575,2007,Journal of Food Composition and Analysis,A method for determination of soluble dietary fiber in methylcellulose and hydroxypropyl methylcellulose food gums,R91,Food components identification
